AgvOpHours,AGVVersion,AxleLoadFront,AxleLoadRear,BatIsEveryBatteryFullyCharged,BatMinTemperature,BatStateOfChargePercentage,BatStateOfChargePercentageTemperature,Batt1BatteryID,Batt1CumulatedAhInDischarge,Batt2CumulatedAhInDischarge,Batt3CumulatedAhInDischarge,Batt4CumulatedAhInDischarge,Batt5CumulatedAhInDischarge,Batt6CumulatedAhInDischarge,Batt7CumulatedAhInDischarge,Batt8CumulatedAhInDischarge,Batt9CumulatedAhInDischarge,DrivingDistanceBackward,DrivingDistanceForward,DrivingOpHours,HighPressOpHours,LiftStateFront,LiftStateRear,PLCHydraulicCoolingOn,PLCVersion,TemperatureCabinetL1,TemperatureCabinetL2,TemperatureCabinetL3,TemperatureCabinetL4,TimeBeingAllocated,target
12211,None,1000,2000,None,38,68,68,AB_034_1,175732,175204,175644,173443,172619,172897,174349,175034,159176,17859,17638,4943,6443,0,0,0,None,24,27,25,23,16492,Management System - Direct Stop
11067,None,0,0,None,44,99,99,AB_100_1,172726,173596,163518,4949100,173994,172120,175964,173922,172954,20289,19670,4423,5778,0,0,0,None,25,25,24,25,24140,Management System - Direct Stop
11881,None,0,0,None,36,52,52,AB_074_1,213996,214963,214078,212901,214131,213724,211154,213099,212890,19658,19402,4709,6193,0,0,0,None,23,27,29,23,21312,Management System - Direct Stop
11962,None,16000,17000,None,39,59,59,AB_058_1,202387,202853,202424,201722,201521,200478,201858,200464,203625,4428,4183,4842,6325,0,0,1,None,24,27,24,23,3481,Management System - Direct Stop
11794,None,0,0,None,42,91,91,AB_025_1,190119,190785,191221,190233,189735,190623,189745,190884,190289,1124,1081,3737,4875,0,0,0,None,25,27,26,24,790,Management System - Direct Stop
12368,None,14000,11000,None,43,64,64,AB_090_1,217461,218320,219676,220055,219592,214448,220324,221542,217223,21100,20809,4081,5313,0,0,1,None,25,29,29,23,26378,Management System - Direct Stop
12097,100180514,29000,0,None,26,96,92,AB_075_1,178497,176482,177549,176035,176148,175738,177400,175987,178165,17562,17257,4818,6332,0,0,0,None,22,24,23,20,16107,Management System - Direct Stop
11791,None,0,0,None,17,63,55,AB_015_1,199771,198074,200515,198795,198749,194179,200810,187964,199448,1120,1077,3736,4874,0,0,0,None,18,19,19,19,787,Management System - Direct Stop
12096,100180514,30000,32000,None,26,99,95,AB_075_1,178485,176470,177537,176023,176136,175726,177388,175975,178153,17561,17256,4818,6332,0,0,0,None,23,22,22,21,16106,Management System - Direct Stop
11281,100180514,0,0,None,46,94,94,AB_036_1,202105,202882,201599,202477,196807,200246,197930,200919,201133,18476,18238,4585,5971,0,0,0,None,23,26,26,21,18233,Management System - Direct Stop
12206,None,5000,10000,None,47,94,94,AB_034_1,175590,175063,175505,173304,172479,172757,174208,174893,159036,17850,17629,4941,6440,0,0,0,None,24,25,23,22,16485,Management System - Direct Stop
12008,None,0,0,None,39,61,61,AB_101_1,202893,387398,204497,206525,196637,204105,203403,204497,415981,1539,1459,4833,6335,0,0,0,None,23,23,20,21,1122,Management System - Direct Stop
11881,None,0,0,None,45,83,83,AB_009_1,220263,206293,2433049,215329,216893,212180,215497,217846,217111,20424,20191,4751,6216,0,0,1,None,23,27,27,22,24584,Management System - Direct Stop
12205,None,3000,4000,None,48,97,97,AB_034_1,175576,175050,175493,173291,172466,172744,174195,174880,159023,17850,17628,4941,6440,0,0,0,None,22,25,23,22,16484,Management System - Direct Stop
11971,None,3000,3000,None,40,58,58,AB_061_1,212203,211719,209696,210839,211373,208245,209625,211243,210486,1174,1085,4853,6200,0,0,0,None,24,26,24,22,822,Management System - Direct Stop
11103,None,0,0,None,41,81,81,AB_010_1,191666,190412,191779,194577,188357,182748,46296,189225,193165,19656,19172,4521,5861,0,0,1,None,25,28,27,23,24515,Management System - Direct Stop
11969,None,0,0,None,42,65,65,AB_061_1,212166,211682,209660,210803,211336,208209,209589,211207,210450,1171,1082,4853,6199,0,0,0,None,24,25,23,23,819,Management System - Direct Stop
10378,100180514,0,0,None,43,48,48,AB_021_1,5657646,193279,197656,198550,130767,196470,197580,197781,197686,1519,1391,4153,5450,18,18,0,None,24,29,30,25,1142,Management System - Direct Stop
12035,None,0,0,None,41,63,63,AB_106_1,216722,216394,218604,218122,215674,213928,215096,216630,217220,20649,20197,4742,6202,0,0,1,None,24,30,31,24,25241,Management System - Direct Stop
11974,None,0,0,None,41,74,74,AB_032_1,2054787,202699,204439,204219,201379,200894,202751,201400,202721,18548,18280,4280,5626,0,0,0,None,25,29,28,23,17580,Management System - Direct Stop
12360,None,0,0,None,42,67,67,AB_095_1,1645223,193085,195791,195702,191859,195676,192729,191717,189954,21288,20855,4938,6459,0,0,0,None,23,29,32,24,26985,Management System - Direct Stop
12063,None,12000,9000,None,45,89,89,AB_096_1,201436,199144,202323,200974,200858,43823,199340,199183,202917,20434,20222,4831,6323,0,0,0,None,24,28,26,24,24893,Management System - Direct Stop
11646,None,12000,14000,None,32,39,39,AB_068_1,195332,195931,1085949,193944,194379,192253,196332,195702,197068,19927,19454,4563,5978,0,0,0,None,24,25,23,24,24973,Management System - Direct Stop
11060,None,0,0,None,38,85,85,AB_100_1,214421,216144,213036,215624,214409,211573,213931,215830,2328291,20277,19657,4420,5775,0,0,0,None,24,30,30,24,24129,Management System - Direct Stop
11732,None,0,0,None,38,41,41,AB_078_1,201549,205952,204657,204115,204635,202775,205447,203481,203729,12710,12338,4278,5587,0,0,0,None,24,28,29,24,10896,Management System - Direct Stop
11970,None,12000,11000,None,31,99,99,AB_081_1,219680,218903,220135,219967,218323,5363023,4966105,217991,221929,20347,19859,4047,5283,0,0,1,None,24,29,30,24,23774,Management System - Direct Stop
12024,100180514,17000,12000,None,44,99,99,AB_107_1,209848,209161,212630,210352,211862,207719,208140,209633,210193,20692,20407,4828,6306,0,0,0,None,24,28,28,24,25366,Management System - Direct Stop
12118,None,0,0,None,47,94,94,AB_048_1,206705,206787,205376,206461,204779,204015,207396,205573,205752,20467,20134,4847,6347,0,0,0,None,23,30,28,24,24264,Management System - Direct Stop
11871,None,0,0,None,38,64,64,AB_030_1,168455,171408,168304,168461,166587,165656,167364,169482,168063,19640,19384,4705,6187,0,0,1,None,24,25,22,20,21299,Management System - Direct Stop
12060,None,0,0,None,38,42,42,AB_113_1,202219,204353,205214,205431,205446,204626,203701,204159,274153,20427,20214,4829,6321,0,0,1,None,25,31,29,26,24889,Management System - Direct Stop
12032,None,0,0,None,38,67,67,AB_118_1,191679,193497,0,192916,191088,191391,191440,192057,147416,20500,20029,4779,6296,0,0,1,None,25,31,30,25,23696,Management System - Direct Stop
11744,None,13000,12000,None,39,90,90,AB_062_1,170106,170333,168489,171096,171247,165829,171261,162938,168685,1044,1004,4700,6166,0,0,0,None,25,29,28,25,730,Management System - Direct Stop
11056,None,0,0,None,35,44,44,AB_051_1,187247,176545,187728,187601,178663,183755,187319,187449,186694,20270,19652,4419,5773,0,0,0,None,28,31,30,29,24124,Management System - Direct Stop
10579,None,0,0,None,36,81,81,AB_063_1,201092,200214,198597,198747,199826,199695,201610,200391,200227,19682,19434,4209,5513,0,0,0,None,24,23,21,25,24294,Management System - Direct Stop
11874,None,0,0,None,38,69,69,AB_114_1,214525,213141,211996,213379,212817,209944,212751,213535,211165,20422,20185,4749,6214,0,0,0,None,28,28,28,28,24579,Management System - Direct Stop
11964,None,0,0,None,27,89,86,AB_071_1,198427,197860,200348,199713,198893,200152,199253,2041641,199492,20333,19847,4044,5280,0,0,1,None,27,34,34,29,23767,Management System - Direct Stop
11874,None,0,0,None,38,69,69,AB_114_1,214524,213140,211996,213379,212817,209943,212751,213535,211164,20422,20185,4749,6214,0,0,1,None,27,28,27,28,24579,Management System - Direct Stop
12170,None,0,0,None,44,62,62,AB_077_1,200736,201208,201223,3192899,199502,199777,201515,202417,200195,20440,20065,4826,6319,0,0,1,None,29,35,34,29,24905,Management System - Direct Stop
11874,None,0,0,None,38,70,70,AB_114_1,214517,213132,211988,213371,212809,209936,212743,213527,211157,20422,20185,4749,6214,0,0,0,None,25,27,27,28,24579,Management System - Direct Stop
11056,None,0,0,None,36,46,46,AB_051_1,187242,176539,187723,187596,178657,183750,187314,187444,186689,20270,19652,4419,5773,0,0,0,None,27,30,30,27,24124,Management System - Direct Stop
11056,None,0,0,None,36,46,46,AB_051_1,187242,176539,187723,187596,178657,183750,187314,187444,186689,20270,19652,4419,5773,0,0,0,None,27,30,30,27,24124,Management System - Direct Stop
11946,None,8000,8000,None,47,95,95,AB_011_1,198535,198564,198713,200785,197983,198477,197230,195851,198971,4395,4152,4835,6316,0,0,1,None,27,32,32,27,3460,Management System - Direct Stop
11056,None,0,0,None,36,46,46,AB_051_1,187242,176539,187723,187596,178657,183750,187314,187444,186689,20270,19652,4419,5773,0,0,0,None,27,30,30,27,24124,Management System - Direct Stop
11056,None,0,0,None,36,46,46,AB_051_1,187242,176539,187723,187596,178657,183749,187313,187443,186689,20270,19652,4419,5773,0,0,0,None,27,30,30,27,24124,Management System - Direct Stop
12169,None,13000,12000,None,44,69,69,AB_077_1,200700,201172,201188,3192863,199467,199741,201480,202381,200159,20438,20062,4826,6318,0,0,1,None,28,36,35,29,24904,Management System - Direct Stop
12169,None,0,0,None,44,69,69,AB_077_1,200700,201172,201188,3192863,199467,199741,201480,202381,200159,20438,20062,4826,6318,18,18,0,None,29,35,35,29,24904,Management System - Direct Stop
11056,None,0,0,None,36,46,46,AB_051_1,187241,176538,187722,187595,178656,183749,187313,187442,186688,20270,19652,4419,5773,0,0,0,None,27,30,30,27,24124,Management System - Direct Stop
12169,None,0,0,None,44,69,69,AB_077_1,200700,201172,201188,3192863,199467,199741,201480,202381,200159,20438,20062,4826,6318,0,18,1,None,29,35,35,29,24904,Management System - Direct Stop
12353,None,10000,10000,None,42,61,61,AB_038_1,155188,198518,198231,200303,198512,198684,197815,197724,197579,21272,20839,4935,6455,0,0,1,None,29,33,36,30,26976,Management System - Direct Stop
11056,None,0,0,None,36,46,46,AB_051_1,187241,176538,187722,187595,178656,183749,187313,187442,186688,20270,19652,4419,5773,0,0,0,None,27,30,30,27,24124,Management System - Direct Stop
11056,None,0,0,None,36,46,46,AB_051_1,187241,176538,187722,187595,178656,183749,187313,187442,186688,20270,19652,4419,5773,0,0,0,None,27,30,30,27,24124,Management System - Direct Stop
12169,None,0,0,None,44,69,69,AB_077_1,200695,201167,201183,3192858,199462,199736,201475,202376,200154,20438,20062,4826,6318,0,0,1,None,29,35,35,29,24904,Management System - Direct Stop
11056,None,0,0,None,36,46,46,AB_051_1,187241,176538,187722,187595,178656,183749,187313,187442,186688,20270,19652,4419,5773,0,0,0,None,27,30,30,27,24124,Management System - Direct Stop
12113,None,2000,22000,None,40,59,59,AB_036_1,201947,202723,201441,202318,196650,200090,197774,200762,200976,20638,20066,4813,6317,0,0,0,None,29,33,30,30,25591,Management System - Direct Stop
11056,None,0,0,None,36,46,46,AB_051_1,187238,176535,187719,187592,178653,183745,187309,187439,186685,20270,19652,4419,5773,0,0,0,None,27,30,30,27,24124,Management System - Direct Stop
11725,None,0,0,None,42,96,96,AB_078_1,201262,205659,204366,203825,204343,202487,205153,203192,203440,12694,12324,4275,5583,1,1,1,None,27,33,34,29,10888,Management System - Direct Stop
11056,None,0,0,None,36,47,47,AB_051_1,187236,176534,187718,187590,178652,183744,187308,187438,186684,20270,19652,4419,5773,0,0,0,None,27,30,30,28,24124,Management System - Direct Stop
11874,None,0,0,None,39,72,72,AB_114_1,214509,213124,211980,213363,212801,209928,212735,213519,211149,20422,20185,4749,6214,0,0,0,None,25,27,26,26,24579,Management System - Direct Stop
12054,None,33000,30000,None,45,70,70,AB_055_1,212980,215655,215285,211178,212153,210338,213415,213107,960022,20406,19994,4883,6368,0,0,1,None,27,34,33,29,24288,Management System - Direct Stop
10578,None,0,0,None,39,94,94,AB_063_1,201029,200150,198533,198683,199762,199632,201546,200327,200163,19678,19432,4208,5512,0,0,0,None,30,27,25,31,24292,Management System - Direct Stop
12016,100180514,8000,16000,None,40,30,30,AB_092_1,194934,189880,197043,192013,196962,193482,194121,194580,194522,20673,20392,4824,6301,0,0,1,None,27,33,32,29,25357,Management System - Direct Stop
10578,None,0,0,None,40,94,94,AB_063_1,201029,200150,198533,198683,199762,199632,201546,200327,200163,19678,19432,4208,5512,0,0,0,None,31,27,25,31,24291,Management System - Direct Stop
11056,None,0,0,None,37,47,47,AB_051_1,187236,176534,187718,187590,178652,183744,187308,187438,186684,20270,19652,4419,5773,0,0,0,None,25,30,28,27,24123,Management System - Direct Stop
10939,None,19000,4000,None,41,38,38,AB_109_1,202213,203279,202216,205387,204396,202807,203810,206138,203968,19223,18864,4471,5802,0,0,0,None,27,31,30,28,20094,Management System - Direct Stop
10939,None,22000,25000,None,41,38,38,AB_109_1,202212,203279,202216,205387,204396,202807,203810,206138,203968,19223,18864,4471,5802,0,0,1,None,26,31,29,27,20094,Management System - Direct Stop
11056,None,10000,11000,None,38,47,47,AB_051_1,187236,176534,187718,187590,178652,183744,187308,187438,186684,20270,19652,4419,5773,0,0,0,None,26,31,29,28,24123,Management System - Direct Stop
11055,None,7000,7000,None,38,47,47,AB_051_1,187236,176534,187717,187590,178651,183744,187308,187438,186683,20268,19652,4418,5773,0,0,0,None,26,32,30,28,24122,Management System - Direct Stop
11055,None,6000,7000,None,38,47,47,AB_051_1,187235,176532,187716,187589,178650,183743,187307,187436,186682,20268,19652,4418,5773,0,0,0,None,26,32,31,28,24122,Management System - Direct Stop
12053,None,5000,5000,None,38,99,99,AB_113_1,201916,204048,204907,205124,205138,204319,203396,203854,273848,20413,20197,4826,6317,0,0,1,None,26,32,31,28,24881,Management System - Direct Stop
12126,None,20000,2000,None,41,65,65,AB_057_1,201158,201514,203675,200933,194408,201463,824126,201284,200851,3069,2939,4863,6365,0,0,1,None,25,29,31,27,2370,Management System - Direct Stop
12026,None,0,0,None,36,34,34,AB_020_1,207283,210062,210376,209203,206644,205220,207320,207927,207644,20488,20021,4777,6293,0,0,1,None,26,32,32,27,23688,Management System - Direct Stop
11055,None,6000,7000,None,38,48,48,AB_051_1,187234,176532,187715,187588,178650,183742,187306,187436,186682,20268,19652,4418,5773,0,0,0,None,26,32,31,28,24122,Management System - Direct Stop
10938,None,10000,8000,None,41,42,42,AB_109_1,202185,203251,202189,205360,204368,202780,203783,206110,203940,19221,18862,4470,5801,0,0,1,None,27,31,30,26,20093,Management System - Direct Stop
11055,None,0,0,None,38,48,48,AB_051_1,187230,176527,187711,187584,178645,183738,187302,187431,186677,20268,19652,4418,5773,0,0,1,None,25,32,32,28,24122,Management System - Direct Stop
12205,None,4000,5000,None,42,74,74,AB_005_1,208070,208913,209889,208674,207188,205313,206654,210229,208024,2215,2026,4825,6360,0,0,1,None,26,32,34,27,1667,Management System - Direct Stop
11055,None,0,0,None,38,48,48,AB_051_1,187230,176527,187711,187584,178645,183738,187302,187431,186677,20268,19652,4418,5773,0,0,1,None,25,32,32,28,24122,Management System - Direct Stop
10578,None,0,0,None,41,94,94,AB_063_1,201029,200150,198533,198683,199762,199632,201546,200327,200163,19678,19432,4208,5512,0,0,0,None,24,27,25,26,24290,Management System - Direct Stop
11874,None,0,0,None,43,75,75,AB_114_1,214494,213110,211966,213349,212786,209913,212721,213504,211134,20422,20185,4749,6214,0,0,0,None,23,24,22,25,24579,Management System - Direct Stop
11874,None,0,0,None,43,75,75,AB_114_1,214493,213108,211965,213347,212785,209912,212719,213503,211133,20422,20185,4749,6214,0,0,0,None,23,24,22,25,24579,Management System - Direct Stop
11636,None,0,0,None,23,43,40,AB_100_1,214313,216035,212929,215516,214301,211466,213823,215722,2328183,19905,19435,4559,5972,0,0,0,None,24,20,20,22,24962,Management System - Direct Stop
11257,100180514,0,0,None,42,98,98,AB_006_1,197925,198533,201089,201015,199165,196517,198375,199241,197836,16663,16167,4500,5882,0,0,1,None,23,23,21,25,14964,Management System - Direct Stop
12012,100180514,12000,15000,None,41,66,66,AB_092_1,194745,189695,196851,191822,196771,193292,193933,194391,194332,20664,20382,4822,6299,0,0,0,None,23,27,26,24,25352,Management System - Direct Stop
11257,100180514,0,0,None,44,100,100,AB_114_1,197916,198524,201080,201006,199156,196508,198366,199232,197827,16663,16167,4500,5882,0,0,0,None,23,24,24,21,14964,Management System - Direct Stop
11946,None,0,0,None,37,28,28,AB_095_1,1645051,192912,195617,195527,191688,195501,192557,191548,189783,1119,1035,4766,6489,0,0,1,None,24,28,29,24,815,Management System - Direct Stop
11257,100180514,0,0,None,45,100,100,AB_114_1,197916,198524,201080,201006,199156,196508,198366,199232,197827,16663,16166,4500,5882,0,0,1,None,23,28,30,22,14964,Management System - Direct Stop
11874,None,0,0,None,48,76,76,AB_114_1,214488,213104,211960,213343,212780,209907,212715,213498,211128,20422,20185,4749,6214,0,0,0,None,24,29,26,23,24577,Management System - Direct Stop
11873,None,14000,16000,None,49,77,77,AB_114_1,214481,213096,211953,213335,212773,209900,212707,213491,211121,20420,20185,4749,6213,0,0,1,None,25,29,28,24,24576,Management System - Direct Stop
12122,None,0,0,None,46,92,92,AB_057_1,201017,201373,203532,200787,194268,201322,823983,201142,200712,3062,2929,4861,6363,0,0,0,None,23,27,27,23,2365,Management System - Direct Stop
12122,None,0,0,None,46,92,92,AB_057_1,201011,201368,203526,200787,194263,201316,823978,201137,200707,3062,2929,4861,6363,0,0,1,None,23,27,27,23,2365,Management System - Direct Stop
12163,None,4000,5000,None,41,69,69,AB_115_1,204139,202497,203466,206876,204237,199862,204662,207307,201039,20420,20045,4822,6314,0,0,0,None,24,30,28,23,24896,Management System - Direct Stop
11873,None,14000,16000,None,49,77,77,AB_114_1,214481,213096,211953,213335,212773,209900,212707,213491,211121,20420,20185,4749,6213,0,0,1,None,25,29,28,24,24576,Management System - Direct Stop
11945,None,15000,14000,None,37,38,38,AB_095_1,1644997,192858,195562,195472,191635,195446,192504,191495,189729,1118,1033,4766,6488,0,0,1,None,24,27,27,23,814,Management System - Direct Stop
12027,None,4000,4000,None,45,73,73,AB_052_1,0,4564721,187397,187337,184922,185620,187887,188407,155347,14881,14603,4819,6295,0,0,1,None,24,30,29,24,12875,Management System - Direct Stop
12082,None,0,0,None,35,50,50,AB_043_1,1142250,204300,206464,204897,202679,202215,204602,205463,205667,18881,18478,4826,6311,0,0,0,None,25,23,23,21,17900,Management System - Direct Stop
11873,None,14000,14000,None,49,78,78,AB_114_1,214478,213093,211950,213332,212770,209897,212704,213488,211118,20420,20185,4749,6213,0,0,1,None,25,31,31,24,24576,Management System - Direct Stop
12079,100180514,25000,25000,None,36,86,86,AB_024_1,193473,193099,192134,185434,190736,192170,187187,194188,194911,17520,17216,4809,6321,0,0,0,None,24,28,26,24,16081,Management System - Direct Stop
11049,None,0,0,None,42,100,100,AB_103_1,186963,176262,187442,187316,178373,183478,187035,187162,186411,20255,19638,4415,5769,0,0,0,None,23,27,26,23,24114,Management System - Direct Stop
11744,100180514,4500,4500,None,49,91,91,AB_012_1,208672,209564,207029,208494,208276,205258,207579,1072926,208662,19920,19406,4555,5968,0,0,0,None,24,26,24,24,25753,Management System - Direct Stop
11254,100180514,0,0,None,41,49,49,AB_114_1,0,181585,180961,179139,179348,44605,2630426,180901,180317,16657,16160,4499,5880,0,0,0,None,24,29,30,23,14960,Management System - Direct Stop
12079,None,13000,12000,None,38,64,64,AB_043_1,1142179,204229,206391,204825,202608,202144,204531,205391,205595,18878,18474,4825,6310,0,0,0,None,24,25,23,23,17895,Management System - Direct Stop
12222,None,0,0,None,43,79,79,AB_019_1,193074,194653,189801,195169,193559,193259,193533,193372,193417,18874,18522,4823,6330,0,0,0,None,24,29,30,23,18005,Management System - Direct Stop
12077,100180514,0,0,None,37,98,98,AB_024_1,193410,193038,192072,185373,190673,192108,187127,194126,194849,17517,17211,4808,6320,0,0,0,None,23,27,25,23,16079,Management System - Direct Stop
11954,None,0,0,None,36,67,67,AB_050_1,206337,205640,207253,208157,205449,205007,207161,206494,208249,20306,19821,4039,5273,0,0,0,None,25,28,29,23,23755,Management System - Direct Stop
12008,100180514,0,0,None,46,99,99,AB_092_1,194567,189523,196671,191644,196591,193115,193757,194215,194155,20653,20374,4820,6296,0,0,0,None,23,28,29,23,25346,Management System - Direct Stop
12079,None,12000,12000,None,38,64,64,AB_043_1,1142177,204228,206390,204823,202607,202143,204529,205389,205594,18878,18474,4825,6310,0,0,0,None,22,25,23,23,17895,Management System - Direct Stop
10814,None,2000,2000,None,44,91,91,AB_008_1,210767,212618,212257,212768,213189,201738,210290,211641,211554,17434,16925,4339,5657,0,0,0,None,24,27,27,22,17830,Management System - Direct Stop
11992,None,0,3000,None,40,81,81,AB_070_1,213519,212253,215038,213484,213273,213019,215332,215273,215539,18562,18301,4768,6219,0,0,0,None,24,29,27,23,17802,Management System - Direct Stop
12079,None,12000,12000,None,38,64,64,AB_043_1,1142177,204228,206390,204823,202607,202143,204529,205389,205594,18878,18474,4825,6310,0,0,0,None,22,25,23,23,17895,Management System - Direct Stop
12344,None,13000,13000,None,31,61,61,AB_044_1,949431,204769,204731,203668,204898,203433,203280,202444,202154,21047,20764,4070,5299,0,0,0,None,25,26,26,23,26347,Management System - Direct Stop
10994,None,0,0,None,39,89,89,AB_030_1,168074,171021,167927,168081,166212,165290,166986,169101,167686,19630,19000,4478,5809,0,0,0,None,24,26,26,23,24438,Management System - Direct Stop
11869,None,4000,8000,None,39,59,59,AB_083_1,172286,173157,163082,4948658,173553,171681,175518,173480,172515,20407,20177,4747,6211,0,0,1,None,24,30,30,24,24570,Management System - Direct Stop
11823,None,0,0,None,32,38,38,AB_062_1,170039,170266,168423,171029,171180,165765,171194,162871,168618,19888,19674,4708,6170,0,0,0,None,23,27,25,23,25279,Management System - Direct Stop
11957,None,0,0,None,42,71,71,AB_056_1,192926,187690,194478,195187,190736,193194,193424,193612,193445,18514,18241,4272,5616,0,0,1,None,24,27,25,23,17557,Management System - Direct Stop
11480,None,6000,6000,None,43,85,85,AB_112_1,217434,217317,218877,951033,215628,215111,213189,216958,214901,20005,19519,4552,5978,0,0,1,None,22,27,27,24,23040,Management System - Direct Stop
12194,None,0,0,None,38,29,29,AB_116_1,196257,190225,184647,108380,195065,193033,195927,196092,193745,2188,2005,4820,6354,0,0,0,None,25,28,28,25,1653,Management System - Direct Stop
12194,None,0,0,None,38,29,29,AB_116_1,196257,190225,184647,108380,195065,193033,195927,196092,193745,2187,2004,4820,6354,0,0,0,None,24,29,30,24,1652,Management System - Direct Stop
11854,None,0,0,None,34,89,89,AB_119_1,206162,203635,206537,209248,206558,202675,206218,205531,206283,19601,19348,4697,6177,0,0,0,None,25,27,28,26,21274,Management System - Direct Stop
11854,None,0,0,None,34,89,89,AB_119_1,206161,203635,206536,209247,206557,202674,206217,205530,206283,19601,19348,4697,6177,0,0,1,None,25,27,28,26,21274,Management System - Direct Stop
12001,100180514,5000,0,None,31,80,80,AB_027_1,198604,197848,188285,0,186507,196793,199341,198355,199081,20637,20358,4817,6292,0,0,1,None,28,33,32,29,25335,Management System - Direct Stop
12037,None,0,0,None,42,92,92,AB_090_1,216650,217507,218863,219234,218773,213663,219504,220714,216404,20375,20161,4818,6307,0,0,1,None,27,33,31,27,24861,Management System - Direct Stop
12059,None,2000,2000,None,45,87,87,AB_037_1,190464,194096,0,189741,190757,190195,192140,191846,189972,20655,20137,4839,6313,0,0,1,None,25,33,32,28,24124,Management System - Direct Stop
12012,None,0,0,None,40,82,82,AB_002_1,124432,183472,185656,183739,184074,179472,184837,183859,183509,20450,19993,4770,6284,0,0,1,None,29,34,31,30,23667,Management System - Direct Stop
10809,None,0,0,None,40,69,69,AB_036_1,201559,202333,201053,201930,196267,199705,197388,200376,200591,17420,16915,4337,5653,0,0,1,None,29,34,32,31,17819,Management System - Direct Stop
11853,None,0,0,None,36,91,91,AB_119_1,206140,203614,206515,209226,206537,202654,206196,205509,206262,19601,19348,4697,6177,0,0,1,None,29,33,33,31,21273,Management System - Direct Stop
11548,100180514,18000,18000,None,33,48,48,AB_094_1,206154,207319,209290,208682,208344,207034,208460,210087,206349,1083,1040,4302,5591,0,0,0,None,28,26,25,27,798,Management System - Direct Stop
11982,None,0,0,None,35,48,48,AB_109_1,201769,202829,201775,204936,203949,202361,203364,205683,203519,1484,1395,4820,6319,0,0,0,None,29,32,29,30,1085,Management System - Direct Stop
11222,None,0,0,None,34,51,51,AB_008_1,210653,212503,212142,212653,213074,201625,210176,211526,211439,19066,18515,3639,4744,0,0,0,None,26,29,28,28,19265,Management System - Direct Stop
11473,None,10000,10000,None,40,86,86,AB_033_1,188825,190243,177509,190038,190532,176160,187290,189005,188462,19985,19502,4549,5974,0,0,0,None,28,33,34,30,23029,Management System - Direct Stop
11741,None,17000,15000,None,37,67,67,AB_088_1,207852,206163,207086,200466,209439,206141,209417,206157,207255,20169,19872,4704,6178,0,0,0,None,25,25,22,25,23004,Management System - Direct Stop
11704,None,0,0,None,39,75,75,AB_057_1,200755,201112,203265,200531,194009,201059,823720,200879,200450,12654,12276,4266,5571,0,0,1,None,25,28,28,24,10858,Management System - Direct Stop
11859,None,0,0,None,33,78,78,AB_084_1,185892,188411,188281,188437,187606,184949,188312,188407,186697,20381,20160,4742,6205,0,0,0,None,22,26,25,23,24553,Management System - Direct Stop
11551,None,27000,7000,None,37,77,77,AB_067_1,210474,210001,212922,210395,209500,209592,208583,210687,211842,3331,3198,4097,5370,0,0,1,None,23,29,28,24,2564,Management System - Direct Stop
12145,None,0,0,None,39,88,88,AB_074_1,213108,214074,213194,212028,213243,212837,210269,212218,212011,20373,20014,4814,6303,0,0,0,None,24,30,29,23,24872,Management System - Direct Stop
11978,None,0,0,None,38,72,72,AB_109_1,201642,202701,201649,204807,203821,202233,203236,205553,203390,1478,1387,4819,6316,0,0,0,None,23,28,24,23,1079,Management System - Direct Stop
11858,None,20000,20000,None,35,82,82,AB_084_1,185868,188387,188256,188412,187582,184925,188288,188382,186673,20380,20160,4742,6205,0,0,0,None,23,26,24,23,24552,Management System - Direct Stop
11858,None,20000,20000,None,35,83,83,AB_084_1,185868,188386,188256,188412,187581,184925,188287,188382,186672,20380,20160,4742,6205,0,0,0,None,25,26,25,23,24552,Management System - Direct Stop
None,None,None,None,None,17,55,48,None,199704,199200,180394,None,200398,198327,198698,199494,199838,None,None,None,None,None,None,None,None,16,17,16,17,None,Management System - Direct Stop
11070,None,5000,5000,None,37,54,54,AB_021_1,5656944,192594,196961,197843,130056,195772,196879,197081,196985,19585,19091,4505,5841,0,0,0,None,24,26,24,22,24473,Management System - Direct Stop
12061,100180514,5000,5000,None,35,86,86,AB_049_1,211248,211754,211821,211050,210121,206954,212233,211689,211241,17485,17178,4801,6311,0,0,0,None,23,28,27,24,16059,Management System - Direct Stop
11809,None,0,0,None,41,82,82,AB_115_1,203743,202104,203073,206475,203841,199474,204266,206906,200655,19856,19643,4701,6161,0,0,0,None,23,29,28,23,25260,Management System - Direct Stop
12211,None,1000,21000,None,36,94,94,AB_045_1,193343,195373,194384,194011,186396,193953,192808,194860,195095,18848,18501,4818,6324,0,0,0,None,23,28,27,23,17983,Management System - Direct Stop
11809,None,0,0,None,41,82,82,AB_115_1,203742,202103,203072,206474,203840,199473,204265,206904,200653,19856,19643,4701,6161,0,0,0,None,23,29,28,23,25260,Management System - Direct Stop
12211,None,2000,21000,None,36,94,94,AB_045_1,193343,195373,194384,194011,186396,193953,192808,194860,195095,18848,18501,4818,6324,0,0,0,None,23,28,27,23,17983,Management System - Direct Stop
12061,100180514,0,0,None,35,86,86,AB_049_1,211248,211754,211821,211050,210121,206954,212233,211689,211241,17485,17178,4801,6311,0,0,0,None,23,28,27,24,16059,Management System - Direct Stop
