AgvOpHours,AGVVersion,AxleLoadFront,AxleLoadRear,BatIsEveryBatteryFullyCharged,BatMinTemperature,BatStateOfChargePercentage,BatStateOfChargePercentageTemperature,Batt1BatteryID,Batt1CumulatedAhInDischarge,Batt2CumulatedAhInDischarge,Batt3CumulatedAhInDischarge,Batt4CumulatedAhInDischarge,Batt5CumulatedAhInDischarge,Batt6CumulatedAhInDischarge,Batt7CumulatedAhInDischarge,Batt8CumulatedAhInDischarge,Batt9CumulatedAhInDischarge,DrivingDistanceBackward,DrivingDistanceForward,DrivingOpHours,HighPressOpHours,LiftStateFront,LiftStateRear,PLCHydraulicCoolingOn,PLCVersion,TemperatureCabinetL1,TemperatureCabinetL2,TemperatureCabinetL3,TemperatureCabinetL4,TimeBeingAllocated,target
11596,None,26000,0,None,40,95,95,AB_098_1,186835,187106,187738,30703,185977,181156,188944,187725,186454,19829,19362,4542,5951,0,0,0,None,26,30,29,27,24900,Management System - Direct Stop
11504,None,0,0,None,36,71,71,AB_117_1,194966,195958,195165,193363,197762,35496,195035,194700,191832,1004,952,4284,5566,0,0,0,None,25,32,30,27,731,Management System - Direct Stop
11939,None,0,0,None,36,59,59,AB_078_1,199978,204352,203065,202527,203038,201200,203843,201898,202145,18456,18198,4745,6189,0,0,1,None,26,32,30,27,17721,Management System - Direct Stop
11687,None,0,0,None,31,64,64,AB_073_1,189699,195987,194936,187641,195273,189493,195440,191107,192336,20420,20051,4705,6169,0,0,1,None,26,32,30,26,24479,Management System - Direct Stop
11426,None,16000,8000,None,44,80,80,AB_037_1,189357,192957,0,188648,189644,189084,191020,190731,188864,19894,19421,4529,5948,0,0,1,None,27,32,32,28,22962,Management System - Direct Stop
10875,None,0,0,None,42,93,93,AB_039_1,198336,199711,201005,200154,197652,198057,197346,200224,199267,19084,18741,4442,5765,0,0,0,None,26,30,28,27,20002,Management System - Direct Stop
11961,None,13000,13000,None,33,44,44,AB_114_1,213175,211797,210659,212030,211472,208607,211413,212188,209835,20353,19900,4749,6257,0,0,0,None,26,30,27,27,23595,Management System - Direct Stop
10875,None,0,0,None,42,93,93,AB_039_1,198336,199711,201005,200154,197652,198057,197346,200224,199267,19084,18741,4442,5765,0,0,1,None,26,30,28,27,20002,Management System - Direct Stop
11766,None,7500,7500,None,40,98,98,AB_063_1,199841,198961,197347,197507,198567,198438,200342,199130,198968,19772,19568,4683,6137,0,0,0,None,25,27,23,25,25197,Management System - Direct Stop
12042,None,5000,5000,None,38,64,64,AB_028_1,204202,205254,206736,205463,201748,202793,207136,206500,205377,20301,19984,4813,6304,0,0,1,None,24,30,29,25,24159,Management System - Direct Stop
11203,None,0,0,None,36,86,86,AB_106_1,215096,214769,216973,216521,214050,212333,213473,215004,215591,18316,18092,4552,5928,0,0,1,None,24,24,24,22,18121,Management System - Direct Stop
11680,None,14000,14000,None,33,50,50,AB_048_1,205062,205092,203720,204780,203090,202377,205708,203898,204084,19781,19280,4526,5931,0,0,0,None,24,25,24,23,25667,Management System - Direct Stop
11723,None,0,0,None,35,92,92,AB_006_1,196524,197127,199669,199591,197752,195127,196966,197831,196436,978,938,3705,4834,0,0,0,None,24,20,19,22,696,Management System - Direct Stop
11024,None,0,0,None,35,99,99,AB_077_1,199289,199760,199789,3191467,198076,198339,200069,200962,198755,19492,19005,4485,5815,0,0,0,None,24,21,21,20,24407,Management System - Direct Stop
11023,None,0,0,None,37,45,45,AB_051_1,185805,175110,186277,186154,177193,182343,185876,185996,185257,19491,19004,4485,5815,0,0,0,None,27,25,23,25,24402,Management System - Direct Stop
11880,None,0,0,None,41,55,55,AB_104_1,195158,0,198368,189935,195282,194698,196434,195046,194191,983,908,4738,6452,0,0,0,None,23,27,26,22,716,Management System - Direct Stop
11023,None,0,0,None,37,45,45,AB_051_1,185805,175110,186277,186154,177193,182343,185876,185996,185257,19491,19004,4485,5815,0,0,0,None,26,25,23,25,24401,Management System - Direct Stop
11023,None,0,0,None,37,45,45,AB_051_1,185805,175110,186277,186154,177193,182343,185876,185996,185257,19491,19004,4485,5815,0,0,0,None,26,25,23,25,24401,Management System - Direct Stop
11023,None,0,0,None,37,45,45,AB_051_1,185805,175110,186277,186154,177193,182343,185876,185996,185257,19491,19004,4485,5815,0,0,0,None,26,25,23,25,24401,Management System - Direct Stop
11023,None,0,0,None,37,45,45,AB_051_1,185805,175110,186277,186154,177193,182343,185876,185996,185257,19491,19004,4485,5815,0,0,0,None,27,25,23,25,24401,Management System - Direct Stop
11677,None,0,0,None,40,61,61,AB_048_1,204998,205027,203657,204715,203025,202314,205644,203835,204020,19776,19277,4525,5930,0,0,0,None,24,27,24,24,25658,Management System - Direct Stop
11762,None,0,0,None,43,71,71,AB_094_1,205182,206345,208302,207697,207367,206060,207476,209098,205382,19764,19559,4681,6135,0,0,0,None,24,30,30,24,25185,Management System - Direct Stop
11762,None,0,0,None,43,71,71,AB_094_1,205182,206345,208302,207697,207367,206060,207476,209098,205382,19764,19559,4681,6135,0,0,0,None,24,30,30,24,25185,Management System - Direct Stop
11501,None,11000,18000,None,45,99,99,AB_033_1,187682,189086,176378,188884,189368,175050,186151,187857,187317,3230,3109,4076,5342,0,0,0,None,24,31,29,25,2488,Management System - Direct Stop
12131,None,0,0,None,37,55,55,AB_024_1,192145,191789,190815,184155,189427,190861,185912,192862,193582,2064,1876,4792,6318,0,0,0,None,25,31,32,24,1559,Management System - Direct Stop
11723,None,15000,14000,None,48,93,93,AB_006_1,196512,197115,199657,199579,197740,195115,196954,197819,196424,978,938,3705,4834,0,0,0,None,24,30,29,25,696,Management System - Direct Stop
11191,None,29000,15000,None,41,89,89,AB_012_1,207174,208062,205541,206993,206776,203795,206081,1071412,207164,16530,16037,4472,5846,0,0,1,None,25,31,33,25,14858,Management System - Direct Stop
10930,None,13000,13000,None,39,44,44,AB_103_1,211451,212289,210653,211331,210691,211963,212404,211755,212450,19499,18890,4451,5774,0,0,1,None,28,33,37,29,24339,Management System - Direct Stop
10930,None,13000,13000,None,39,44,44,AB_103_1,211451,212289,210653,211331,210691,211963,212404,211755,212450,19499,18890,4451,5774,0,0,1,None,28,33,37,29,24339,Management System - Direct Stop
11938,None,14000,12000,None,39,45,45,AB_028_1,204007,205058,206538,205266,201556,202598,206938,206303,205181,20507,20235,4789,6256,0,0,0,None,29,32,30,29,25241,Management System - Direct Stop
11938,None,14000,13000,None,39,45,45,AB_028_1,204003,205053,206533,205261,201551,202593,206933,206298,205177,20507,20235,4789,6256,0,0,1,None,28,34,32,30,25241,Management System - Direct Stop
10865,None,16000,14000,None,41,99,99,AB_065_1,1389945,198086,198124,197096,199044,194410,198010,8610774,198436,19065,18727,4438,5760,0,0,0,None,28,35,32,29,19982,Management System - Direct Stop
11581,None,13000,12000,None,44,82,82,AB_079_1,206109,206594,208794,204907,205997,202411,205344,207176,206078,19798,19335,4536,5942,0,0,1,None,29,35,34,30,24876,Management System - Direct Stop
11659,None,1000,9000,None,39,85,85,AB_054_1,177205,176004,174790,179069,178455,176100,175407,177091,176692,868,825,4662,6117,1,0,0,None,30,35,33,30,607,Management System - Direct Stop
11659,None,1000,9000,None,39,86,86,AB_054_1,177205,176004,174790,179069,178455,176100,175407,177091,176692,868,825,4662,6117,1,0,0,None,30,35,33,30,607,Management System - Direct Stop
11918,None,0,0,None,42,66,66,AB_025_1,188788,189455,189885,188908,188418,189294,188429,189550,188976,1353,1275,4793,6283,0,0,1,None,30,36,33,30,992,Management System - Direct Stop
12047,None,0,0,None,41,99,99,AB_058_1,200322,200800,200353,199669,199467,198435,199804,198425,201538,2914,2782,4829,6321,0,0,1,None,28,34,35,30,2252,Management System - Direct Stop
11882,None,0,0,None,38,96,96,AB_035_1,188319,188771,187487,189576,188524,187499,188293,188977,187795,20154,19687,4008,5233,0,0,1,None,30,34,36,31,23645,Management System - Direct Stop
11408,None,0,0,None,33,97,97,AB_096_1,199532,197266,200416,199082,198966,41937,197465,197315,200995,19852,19390,4521,5938,0,0,1,None,29,35,35,32,22935,Management System - Direct Stop
12269,None,0,0,None,40,68,68,AB_112_1,216076,215960,217520,949669,214283,213767,211863,215604,213555,21095,20681,4898,6408,0,0,1,None,29,36,36,30,26854,Management System - Direct Stop
11883,None,0,0,None,28,82,80,AB_040_1,198661,197786,950673,196997,195231,192022,198032,198177,200688,18359,18099,4239,5574,0,0,1,None,21,22,22,21,17450,Management System - Direct Stop
10281,None,0,0,None,31,68,68,AB_071_1,197156,196590,199052,198424,197614,198859,197967,2040349,198204,1305,1198,4109,5393,0,0,0,None,25,22,22,25,1011,Management System - Direct Stop
11883,100180514,4000,8000,None,36,84,84,AB_084_1,184704,187219,187078,187236,186416,183786,187110,187201,185510,989,907,4813,6149,0,0,0,None,29,34,33,29,689,Management System - Direct Stop
10496,None,0,0,None,41,62,62,AB_013_1,199481,199149,191209,198679,195671,182021,198759,198515,200082,19509,19267,4173,5466,0,18,1,None,28,34,34,30,24170,Management System - Direct Stop
12051,100180514,0,0,None,41,85,85,AB_042_1,194043,196296,198057,197156,196925,191223,196367,196777,1949778,18636,18066,4793,6291,0,0,0,None,26,32,32,26,17483,Management System - Direct Stop
11919,None,0,0,None,41,92,92,AB_075_1,177372,175355,176412,174911,175018,174610,176262,174862,177025,18408,18157,4735,6176,0,0,0,None,25,32,30,26,17690,Management System - Direct Stop
11654,None,8000,8000,None,37,64,64,AB_033_1,187563,188965,176259,188763,189247,174934,186032,187737,187197,857,815,4660,6114,0,0,1,None,26,32,32,27,601,Management System - Direct Stop
11919,None,0,0,None,41,92,92,AB_075_1,177370,175352,176409,174909,175015,174607,176259,174859,177022,18408,18157,4735,6176,0,0,1,None,25,32,30,27,17690,Management System - Direct Stop
12027,None,0,0,None,41,92,92,AB_003_1,193057,192449,192738,192900,191802,187890,188918,191756,191524,20453,19883,4774,6267,0,0,1,None,27,32,30,27,25470,Management System - Direct Stop
11919,None,7000,7000,None,41,94,94,AB_075_1,177360,175342,176399,174899,175007,174599,176249,174849,177014,18408,18157,4735,6176,0,0,0,None,25,33,31,26,17690,Management System - Direct Stop
11879,None,12000,2000,None,34,75,75,AB_080_1,179338,192589,0,192010,190191,190491,190539,191155,146515,20149,19677,4006,5231,0,0,1,None,25,27,27,23,23641,Management System - Direct Stop
12049,100180514,6000,8000,None,42,98,98,AB_042_1,193975,196227,197986,197087,196855,191156,196298,196707,1949708,18631,18063,4792,6290,0,0,0,None,24,30,30,24,17481,Management System - Direct Stop
12049,100180514,6000,8000,None,42,98,98,AB_042_1,193972,196224,197983,197084,196852,191153,196295,196704,1949705,18631,18063,4792,6290,0,0,0,None,25,30,30,24,17481,Management System - Direct Stop
11010,None,0,0,None,41,91,91,AB_044_1,948146,203475,203432,202377,203601,202150,202002,201158,200873,19465,18981,4479,5807,0,0,1,None,25,32,31,24,24381,Management System - Direct Stop
12049,100180514,7000,8000,None,42,99,99,AB_042_1,193972,196224,197983,197084,196852,191153,196295,196704,1949705,18631,18063,4792,6290,0,0,1,None,25,30,30,24,17481,Management System - Direct Stop
12022,None,5000,14000,None,42,96,96,AB_113_1,200724,202847,203702,203915,203928,203113,202195,202656,272649,20254,19946,4804,6292,0,0,0,None,24,31,28,24,24129,Management System - Direct Stop
11746,None,0,0,None,40,68,68,AB_048_1,204671,204689,203327,204380,202688,201988,205307,203500,203687,19724,19527,4674,6126,0,0,0,None,24,27,26,22,25166,Management System - Direct Stop
10491,None,0,0,None,37,71,71,AB_107_1,207964,207285,210723,208461,209958,205858,206276,207756,208306,19499,19259,4171,5464,0,0,1,None,23,28,29,24,24163,Management System - Direct Stop
11877,None,0,0,None,36,100,100,AB_118_1,190651,192462,0,191883,190065,190365,190413,191029,146389,20144,19671,4005,5229,0,0,0,None,24,25,24,24,23637,Management System - Direct Stop
11877,None,0,0,None,36,100,100,AB_118_1,179211,192462,0,191883,190065,190365,190413,191029,146389,20144,19671,4005,5229,0,0,0,None,24,25,24,24,23637,Management System - Direct Stop
11872,100180514,12000,13000,None,35,53,53,AB_117_1,194478,195468,194685,192881,197268,35023,194550,194212,191353,960,884,4808,6142,0,0,0,None,23,24,21,22,676,Management System - Direct Stop
10486,None,0,0,None,33,48,48,AB_044_1,948083,203412,203369,202315,203537,202088,201940,201096,200811,19491,19250,4169,5461,0,0,0,None,24,20,18,21,24156,Management System - Direct Stop
11909,None,3000,3000,None,33,99,93,AB_016_1,198626,199992,200392,200686,199170,195640,198972,200992,200325,18387,18141,4731,6171,0,0,0,None,24,27,25,23,17675,Management System - Direct Stop
11960,None,6000,6000,None,38,79,79,AB_119_1,204765,202250,205122,207816,205148,201298,204811,204124,204873,20210,19810,4841,6315,0,0,0,None,24,28,26,23,24150,Management System - Direct Stop
11648,None,0,0,None,40,93,93,AB_018_1,196826,197201,195896,194980,195849,193266,196371,5677027,196936,873,844,4012,5222,0,0,0,None,23,23,21,21,663,Management System - Direct Stop
11869,None,0,0,None,40,68,68,AB_117_1,194402,195391,194609,192805,197190,34948,194474,194136,191278,955,878,4806,6140,0,0,0,None,23,27,26,22,670,Management System - Direct Stop
11142,None,7000,6000,None,36,52,52,AB_094_1,204690,205853,207801,207198,206879,205567,206978,208598,204891,18905,18355,3602,4698,0,0,0,None,22,22,20,22,19151,Management System - Direct Stop
11023,None,8000,10000,None,36,87,87,AB_069_1,43376,42633,43440,43931,43391,42888,43314,42872,43220,20196,19583,4403,5753,0,0,0,None,23,24,21,23,24077,Management System - Direct Stop
11898,None,0,0,None,24,89,84,AB_112_1,215670,215555,217113,949262,213882,213366,211467,215201,213154,1309,1242,4784,6272,0,0,0,None,19,20,19,18,966,Management System - Direct Stop
11638,None,0,0,None,41,71,71,AB_088_1,206136,204458,205386,198751,207706,204443,207690,204461,205548,822,780,4652,6105,0,0,1,None,25,30,29,26,577,Management System - Direct Stop
11138,None,5000,7000,None,41,79,79,AB_094_1,204547,205710,207656,207053,206736,205423,206832,208452,204748,18896,18347,3600,4696,0,0,0,None,25,31,30,25,19145,Management System - Direct Stop
11388,None,11000,12000,None,44,84,84,AB_047_1,182608,178373,181214,181830,181459,173926,180483,180806,174843,19806,19350,4512,5926,0,0,0,None,25,30,31,26,22909,Management System - Direct Stop
11701,None,7000,8000,None,38,67,67,AB_070_1,211595,210335,213094,211553,211354,211088,213387,213329,213592,932,891,3695,4821,0,0,0,None,24,30,29,25,662,Management System - Direct Stop
11931,None,0,0,None,39,71,71,AB_057_1,199092,199453,201574,198868,192366,199387,822045,199211,198801,14678,14403,4776,6239,0,0,0,None,25,30,29,25,12736,Management System - Direct Stop
11928,None,3000,4000,None,46,95,95,AB_067_1,208710,208235,211144,208637,207742,207834,206843,208927,210070,20401,19991,4694,6141,0,0,0,None,24,31,31,25,25085,Management System - Direct Stop
12250,None,0,0,None,42,53,53,AB_046_1,211034,215426,204577,198676,209479,208884,212035,214112,210812,20863,20566,4029,5246,0,0,0,None,24,29,27,26,26213,Management System - Direct Stop
10994,None,0,0,None,31,47,47,AB_080_1,179148,192399,0,191820,190003,190303,190351,190966,146326,19430,18950,4472,5798,0,0,1,None,25,24,22,23,24358,Management System - Direct Stop
10968,None,0,0,None,41,67,67,AB_110_1,204316,204538,203134,205631,202893,204077,203601,206398,203885,18348,17934,4392,5727,0,0,0,None,24,29,28,22,17503,Management System - Direct Stop
12100,None,6000,5000,None,44,89,89,AB_093_1,189008,185249,190003,186460,188831,186854,189252,191519,6636,1990,1816,4778,6300,0,0,1,None,23,30,32,22,1517,Management System - Direct Stop
12003,None,0,0,None,36,44,44,AB_043_1,1140167,202212,204347,202804,200615,200146,202521,203364,203563,20216,19906,4795,6281,0,0,1,None,23,28,27,22,24102,Management System - Direct Stop
11013,None,10000,16000,None,45,94,94,AB_034_1,173074,172553,173034,170856,170035,170277,171713,172389,156541,20178,19561,4399,5748,0,0,1,None,24,26,26,22,24064,Management System - Direct Stop
11619,None,2500,2500,None,41,90,90,AB_096_1,199347,197084,200230,198898,198776,41754,197278,197133,200808,12469,12116,4228,5523,0,0,0,None,24,27,27,21,10733,Management System - Direct Stop
11619,None,0,0,None,42,92,92,AB_096_1,199336,197073,200219,198887,198765,41743,197267,197122,200797,12469,12116,4228,5523,0,0,0,None,23,28,29,22,10733,Management System - Direct Stop
10715,None,0,0,None,32,70,70,AB_037_1,188473,192048,0,187779,188752,188196,154720,189842,187979,17218,16727,4295,5599,0,0,0,None,22,25,25,21,17686,Management System - Direct Stop
11171,None,34000,32000,None,37,59,59,AB_106_1,214285,213958,216158,215721,213238,211540,212663,214192,214778,16479,15988,4461,5832,0,0,1,None,23,29,30,23,14813,Management System - Direct Stop
11947,None,21000,13000,None,34,63,63,AB_047_1,182418,178190,181025,181642,181269,173737,180295,180618,174654,20185,19781,4835,6307,0,0,0,None,23,25,23,23,24133,Management System - Direct Stop
12053,None,0,0,None,32,65,65,AB_057_1,198832,199194,201310,198608,192109,199126,821783,198951,198542,20190,19834,4774,6251,0,0,0,None,22,24,24,24,24743,Management System - Direct Stop
10470,None,0,0,None,35,86,86,AB_100_1,212352,214058,210978,213535,212335,209525,211862,213740,2326217,19454,19219,4161,5452,0,0,0,None,25,22,18,23,24134,Management System - Direct Stop
11168,None,3000,3000,None,39,85,85,AB_106_1,214148,213822,216021,215586,213102,211406,212527,214056,214642,16473,15982,4460,5831,0,0,0,None,24,31,32,25,14809,Management System - Direct Stop
11126,None,6000,7000,None,35,55,55,AB_011_1,196342,196367,196546,198567,195787,196269,195046,193681,196785,18867,18324,3594,4688,0,0,1,None,24,31,30,25,19131,Management System - Direct Stop
10470,None,0,0,None,35,86,86,AB_100_1,212352,214058,210978,213535,212335,209525,211862,213740,2326217,19454,19219,4161,5452,0,0,1,None,23,22,19,24,24134,Management System - Direct Stop
10832,None,1000,2000,None,40,99,99,AB_098_1,185891,186162,186792,29794,185039,180240,187989,186776,185512,19002,18647,4422,5740,0,0,0,None,25,30,29,25,19936,Management System - Direct Stop
11637,None,0,0,None,35,43,43,AB_108_1,161879,161813,161862,161527,161971,160490,163269,163809,160637,19684,19197,4507,5906,0,0,0,None,25,32,29,27,25603,Management System - Direct Stop
11637,None,0,0,None,35,43,43,AB_108_1,161879,161813,161862,161526,161971,160490,163269,163809,160637,19684,19197,4507,5906,0,0,0,None,25,33,30,28,25603,Management System - Direct Stop
12020,100180514,0,0,None,36,43,43,AB_079_1,205397,205871,208067,204197,205276,201705,204629,206452,205357,18564,17999,4778,6272,0,0,1,None,27,31,31,28,17442,Management System - Direct Stop
11919,None,0,0,None,38,100,100,AB_064_1,214175,216001,214766,0,212844,210966,209214,214464,213979,14645,14381,4770,6231,0,0,0,None,27,30,30,28,12719,Management System - Direct Stop
11849,None,0,0,None,34,59,59,AB_039_1,197424,198786,200079,199230,196738,197144,196435,199300,198350,20082,19618,3993,5214,0,0,0,None,25,21,22,22,23599,Management System - Direct Stop
11634,None,0,0,None,36,65,65,AB_108_1,161758,161695,161741,161406,161851,160373,163146,163685,160517,19677,19188,4505,5904,0,0,1,None,26,33,31,28,25598,Management System - Direct Stop
12051,None,13000,11000,None,37,82,82,AB_057_1,198748,199111,201225,198525,192026,199042,821698,198866,198458,20185,19829,4773,6250,0,0,0,None,24,30,28,23,24740,Management System - Direct Stop
11451,None,0,0,None,35,95,95,AB_104_1,194058,0,197250,188822,194183,193612,195330,193950,193094,891,842,4259,5535,0,0,0,None,24,29,28,23,654,Management System - Direct Stop
11966,None,0,0,None,30,61,61,AB_031_1,193537,194960,192382,194184,189466,189136,191498,193652,193447,18628,18262,4774,6244,0,0,0,None,23,30,30,24,17737,Management System - Direct Stop
10985,None,0,0,None,38,71,71,AB_053_1,152922,154019,152195,154920,153558,152098,154208,153426,153012,19407,18930,4467,5793,0,0,0,None,25,30,29,24,24345,Management System - Direct Stop
11538,None,0,0,None,37,80,80,AB_006_1,195701,196302,198835,198756,196922,194310,196138,197003,195615,19703,19240,4515,5916,0,0,0,None,25,29,28,24,24822,Management System - Direct Stop
11991,None,14000,11000,None,38,70,70,AB_059_1,206802,205839,204980,208187,207267,206144,206441,205055,207230,20375,19806,4756,6245,0,0,0,None,24,31,28,24,25424,Management System - Direct Stop
11716,None,12000,14000,None,28,86,84,AB_050_1,204382,203713,205296,206189,203511,203070,205202,204542,206281,19661,19461,4659,6107,0,0,0,None,23,22,20,20,25123,Management System - Direct Stop
11716,None,13000,13000,None,28,86,84,AB_050_1,204379,203711,205290,206183,203509,203068,205200,204540,206279,19661,19461,4659,6107,0,0,0,None,23,22,20,20,25123,Management System - Direct Stop
11373,None,3000,3000,None,43,83,83,AB_010_1,189546,188314,189659,192414,186262,180653,44220,187138,191028,19778,19318,4506,5918,0,0,0,None,25,28,28,24,22884,Management System - Direct Stop
11373,None,3000,3000,None,43,83,83,AB_010_1,189546,188314,189659,192414,186262,180653,44220,187138,191028,19778,19318,4506,5918,0,0,1,None,25,28,28,24,22884,Management System - Direct Stop
11716,None,13000,13000,None,28,87,84,AB_050_1,204379,203711,205290,206183,203509,203068,205200,204540,206279,19661,19461,4659,6107,0,0,0,None,23,22,20,20,25123,Management System - Direct Stop
11160,None,0,0,None,41,75,75,AB_111_1,188334,195168,197808,194182,199963,197869,195558,198705,198343,16450,15964,4456,5825,0,0,1,None,24,28,27,22,14798,Management System - Direct Stop
11989,None,0,0,None,40,100,100,AB_072_1,203652,201564,194367,198883,198800,199009,203511,201278,203925,20186,19877,4788,6273,0,0,0,None,24,20,19,21,24084,Management System - Direct Stop
11989,None,0,0,None,40,100,100,AB_072_1,203652,201564,194367,198883,198800,199009,203511,201278,203925,20186,19877,4788,6273,0,0,0,None,24,20,19,21,24084,Management System - Direct Stop
11989,None,0,0,None,40,100,100,AB_072_1,203652,201564,194367,198883,198800,199009,203511,201278,203925,20186,19877,4788,6273,0,0,0,None,24,20,19,21,24084,Management System - Direct Stop
11989,None,0,0,None,40,100,100,AB_072_1,203652,201564,194367,198883,198800,199009,203511,201278,203925,20186,19877,4788,6273,0,0,0,None,22,24,22,21,24084,Management System - Direct Stop
12046,None,13000,13000,None,36,64,64,AB_009_1,217626,203713,2430480,212765,214296,209657,212926,215237,214521,20178,19822,4771,6248,0,0,1,None,24,28,25,21,24733,Management System - Direct Stop
12231,None,13000,15000,None,31,62,62,AB_040_1,198240,197361,950248,196578,194812,191612,197609,197754,200260,20999,20600,4879,6384,0,0,0,None,23,27,29,22,26798,Management System - Direct Stop
11959,None,0,0,None,37,56,56,AB_101_1,199988,384449,201592,203572,193696,201182,200545,201576,413048,2894,2796,4779,6268,0,0,0,None,23,28,27,21,2356,Management System - Direct Stop
11750,None,0,0,None,43,97,97,AB_098_1,185684,185954,186583,29595,184833,180039,187779,186567,185305,19384,19147,4651,6118,0,0,0,None,22,23,22,20,21118,Management System - Direct Stop
11623,None,0,0,None,36,88,88,AB_106_1,213896,213571,215769,215339,212852,211158,212277,213805,214391,19659,19167,4501,5898,0,0,0,None,23,21,20,21,25584,Management System - Direct Stop
11627,None,0,0,None,37,48,48,AB_116_1,193721,187677,182123,105853,192524,190537,193393,193553,191239,20292,19921,4677,6133,0,0,0,None,24,31,29,25,24384,Management System - Direct Stop
11673,None,0,0,None,37,100,100,AB_032_1,2052014,199876,201601,201376,198578,198111,199931,198624,199915,873,836,3682,4805,0,0,0,None,24,24,23,23,620,Management System - Direct Stop
11672,None,0,0,None,37,100,100,AB_032_1,2052014,199876,201601,201376,198578,198111,199931,198624,199915,872,833,3681,4804,0,0,0,None,24,28,27,24,619,Management System - Direct Stop
11886,None,0,0,None,34,64,64,AB_104_1,193922,0,197112,188684,194048,193478,195193,193814,192958,20399,20125,4764,6225,0,0,1,None,23,29,29,24,25168,Management System - Direct Stop
10940,None,0,0,None,47,98,98,AB_010_1,189180,187952,189293,192040,185899,180293,43864,186776,190661,18290,17876,4380,5712,0,0,0,None,24,29,27,24,17466,Management System - Direct Stop
10874,None,35000,33000,None,38,34,34,AB_041_1,194586,195571,196604,192085,194864,191736,196967,196956,194980,19383,18776,4426,5742,0,0,1,None,24,27,27,22,24262,Management System - Direct Stop
12217,None,10000,2000,None,45,85,85,AB_030_1,165756,168668,165620,165766,163925,163021,164685,166779,165383,20792,20507,4014,5227,0,0,0,None,24,30,28,24,26167,Management System - Direct Stop
12068,None,0,0,None,45,92,92,AB_109_1,199810,200844,199830,202941,201970,200387,201389,203672,201536,1924,1755,4763,6281,0,0,1,None,25,30,31,23,1474,Management System - Direct Stop
10688,None,11500,11500,None,38,88,88,AB_050_1,204118,203450,205032,205923,203248,202808,204938,204278,206015,17166,16680,4283,5585,0,0,0,None,24,28,27,23,17647,Management System - Direct Stop
11139,None,0,0,None,22,47,43,AB_016_1,197779,199143,199532,199833,198327,194805,198121,200129,199467,18174,17967,4522,5890,0,0,1,None,23,28,27,22,18021,Management System - Direct Stop
11594,None,0,0,None,44,93,93,AB_111_1,187881,194716,197358,193743,199507,197417,195112,198253,197892,12420,12065,4217,5508,0,0,0,None,22,27,28,21,10691,Management System - Direct Stop
11734,None,3000,3000,None,37,67,67,AB_062_1,168381,168606,166786,169365,169502,164159,169520,161206,166968,20125,19914,4686,6133,0,0,0,None,23,26,24,22,24386,Management System - Direct Stop
11972,None,3500,3500,None,36,58,58,AB_043_1,1139530,201572,203701,202163,199982,199513,201885,202723,202920,20150,19847,4781,6263,0,0,0,None,24,29,27,22,24058,Management System - Direct Stop
12212,None,2000,2000,None,38,65,65,AB_063_1,198677,197793,196178,196355,197395,197269,199162,197956,197795,20961,20569,4871,6374,0,0,0,None,24,28,29,22,26772,Management System - Direct Stop
11969,None,2000,2000,None,38,79,79,AB_043_1,1139421,201463,203590,202053,199874,199406,201776,202614,202810,20146,19842,4780,6262,0,0,0,None,23,25,23,21,24054,Management System - Direct Stop
11912,None,2000,2000,None,32,55,55,AB_047_1,181958,177742,180571,181188,180812,173282,179841,180163,174199,20117,19913,4763,6235,0,0,1,None,22,28,27,23,24684,Management System - Direct Stop
11890,None,2000,2000,None,36,66,66,AB_114_1,211609,210238,209107,210467,209911,207059,209860,210622,208292,14591,14326,4757,6216,0,0,1,None,24,26,26,22,12680,Management System - Direct Stop
11661,None,3000,2000,None,37,62,62,AB_061_1,209126,208642,206636,207764,208294,205207,206571,208162,207413,853,813,3677,4798,0,0,0,None,23,25,25,22,606,Management System - Direct Stop
11430,None,2000,2000,None,37,55,55,AB_048_1,203656,203636,202300,203337,201639,200975,204259,202459,202654,852,806,4251,5524,0,0,0,None,23,25,23,22,622,Management System - Direct Stop
11969,None,2000,2000,None,39,80,80,AB_043_1,1139416,201457,203584,202047,199868,199400,201770,202608,202804,20146,19842,4780,6262,0,0,0,None,23,27,24,21,24054,Management System - Direct Stop
11734,None,2000,2000,None,40,60,60,AB_019_1,190627,192176,187326,192695,191100,190796,191063,190901,190971,19350,19120,4644,6109,0,0,0,None,25,25,26,22,21095,Management System - Direct Stop
10930,None,2000,2000,None,35,56,56,AB_072_1,203338,201254,194051,198568,198497,198701,203196,200969,203611,18269,17857,4375,5706,0,0,0,None,24,26,24,22,17453,Management System - Direct Stop
11134,None,2000,3000,None,22,84,78,AB_016_1,197590,198954,199339,199643,198139,194620,197932,199937,199276,18165,17959,4520,5888,0,0,0,None,23,27,25,22,18014,Management System - Direct Stop
11940,None,3000,2000,None,43,97,97,AB_051_1,184569,173881,185035,184917,175937,181133,184641,184753,184026,20412,19904,4785,6245,0,0,0,None,24,27,27,23,23944,Management System - Direct Stop
12209,None,2000,2000,None,41,86,86,AB_055_1,209908,212578,212204,208141,209103,207313,210350,210038,956986,20777,20491,4011,5222,0,0,0,None,22,26,26,23,26155,Management System - Direct Stop
11616,None,0,0,None,31,40,40,AB_059_1,206311,205351,204494,207693,206775,205655,205950,204567,206737,19915,19622,4648,6106,0,0,1,None,25,21,22,21,22826,Management System - Direct Stop
