WO_NUM,WO_DESCR,WO_STATUS,WO_WORKTYPE,WO_CLASS,WO_PRIO,WO_LOCATION,WO_ASSET,WO_PM,WO_JOBPLAN,WO_PROBLEMCODE,WO_SUPERVISOR,WO_LEAD,WO_OWNER,WO_FAILCODE,WO_PROBLEM,WO_REMEDY,WO_CAUSE,WO_REPORTDATE,WO_ACTCOMP,
WO242209                                                                                            ,Navigation Computer -  Corrupted Route Data - Index                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,CLOSE                                                                                               ,CM10                                                                                                ,WORKORDER                                                                                           ,1,AGV552_                                                                                             ,AGV552-20                                                                                           ,                                                                                                    ,                                                                                                    ,NO SIG                                                                                              ,FRANK.ZIJLMANS                                                                                      ,EDDY.VANMEIJEREN                                                                                    ,TOMMY.VERMEULEN                                                                                     ,SEN                                                                                                 ,NO SIG                                                                                              ,RESET                                                                                               ,LOOSE CN                                                                                            ,00:00.0,00:00.0,00:00.0
