WO_NUM,WO_DESCR,WO_STATUS,WO_WORKTYPE,WO_CLASS,WO_PRIO,WO_LOCATION,WO_ASSET,WO_PM,WO_JOBPLAN,WO_PROBLEMCODE,WO_SUPERVISOR,WO_LEAD,WO_OWNER,WO_FAILCODE,WO_PROBLEM,WO_REMEDY,WO_CAUSE,WO_REPORTDATE,WO_ACTCOMP,
WO242255                                                                                            ,Lift Platform - Cylinder Value Irregularity- RMR                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,CLOSE                                                                                               ,CM10                                                                                                ,WORKORDER                                                                                           ,1,AGV530_                                                                                             ,AGV530-50                                                                                           ,                                                                                                    ,                                                                                                    ,LIFT                                                                                                ,FRANK.ZIJLMANS                                                                                      ,JAN-WILLEM.BEVERSLUI                                                                                ,TOMMY.VERMEULEN                                                                                     ,AGV                                                                                                 ,LIFT                                                                                                ,OTHER                                                                                               ,POSITION                                                                                            ,00:00.0,00:00.0,00:00.0
